No_Radicacion;Proceso;FechaCreacion;EsRepresa;Tramite;TipoLiquidacion;Instancia;TiemposPublicos;TipoDoc;CodigoDane;TipoDeSolicitante;Origen;Proceso_Entrada;Oficina;EsFortalecimiento;TipoRadicado;Grupotrabajo;Salarioprom;Target;salariosMin
2023_1222619;2;44951;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;10
2023_900622;2;44944;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;10
2023_3197805;1;44985;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;11
2023_176299;2;44930;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;11
2022_18165539;1;44904;0;1;1;1;0;1;;11;1;1;8;1;;;;CANDIDATO AUTOMATICO;12
2023_2595058;2;44974;0;14;1;1;0;1;;1;1;1;54;1;1;;;CANDIDATO AUTOMATICO;12
2023_2156107;2;44966;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;12
2023_24500;2;44928;0;7;1;1;0;1;;1;1;1;40;1;1;;;CANDIDATO AUTOMATICO;13
2023_3535652;2;44991;0;7;1;1;0;1;;18;1;1;8;1;1;;;CANDIDATO AUTOMATICO;13
2022_17372138;1;44889;0;7;1;1;0;1;;1;1;1;13;1;;;;CANDIDATO AUTOMATICO;14
2023_1942250;2;44963;0;1;1;1;0;1;;11;1;1;64;1;1;;;CANDIDATO AUTOMATICO;14
2023_41237;2;44928;0;14;1;1;0;1;;1;1;1;40;1;1;;;CANDIDATO AUTOMATICO;14
2023_3822215;2;44995;0;14;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;15
2022_16993275;2;44883;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;15
2023_1215275;1;44951;0;7;1;1;0;1;;1;1;1;32;1;;;;CANDIDATO AUTOMATICO;16
2022_15359930;2;44854;0;14;1;1;0;1;;18;1;1;31;1;1;;;CANDIDATO AUTOMATICO;16
2023_671985;2;44939;0;14;1;1;0;1;;1;1;1;81;1;1;;;CANDIDATO AUTOMATICO;16
2023_3724083;2;44994;0;7;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;17
2023_670365;2;44939;0;7;1;1;0;1;;1;1;1;34;1;1;;;CANDIDATO AUTOMATICO;17
2023_2060438;2;44965;0;7;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;1
2023_451571;1;44936;0;14;1;1;0;1;;1;1;1;70;1;;;;CANDIDATO AUTOMATICO;2
2023_3599235;2;44992;0;7;1;1;0;1;;6;1;1;16;1;1;;;CANDIDATO AUTOMATICO;2
2023_51011;2;44928;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;2
2023_2523285;1;44973;0;7;1;1;0;1;;18;1;1;24;1;;;;CANDIDATO AUTOMATICO;3
2023_1299575;2;44952;0;14;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;3
2023_4158676;1;45001;0;1;1;1;0;1;;6;1;1;14;1;;;;CANDIDATO AUTOMATICO;4
2023_654901;2;44939;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;4
2023_633234;2;44939;0;1;1;1;0;1;;11;1;1;11;1;1;;;CANDIDATO AUTOMATICO;4
2022_18626593;1;44914;0;7;1;1;0;1;;1;1;1;83;1;;;;CANDIDATO AUTOMATICO;5
2023_2558003;2;44974;0;7;1;1;0;1;;1;1;1;21;1;1;;;CANDIDATO AUTOMATICO;5
2023_1738527;2;44959;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;5
2023_1752188;1;44959;0;1;1;1;0;1;;11;1;1;25;1;;;;CANDIDATO AUTOMATICO;6
2023_829135;2;44943;0;1;1;1;0;1;;11;1;1;6;1;1;;;CANDIDATO AUTOMATICO;6
2023_4006176;2;44999;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;6
2023_1729049;1;44959;0;7;1;1;0;1;;1;1;1;46;1;;;;CANDIDATO AUTOMATICO;7
2023_440114;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;7
2023_3235401;1;44985;0;1;1;1;0;1;;11;1;1;47;1;;;;CANDIDATO AUTOMATICO;8
2023_1200879;2;44951;0;1;1;1;0;1;;11;1;1;23;1;1;;;CANDIDATO AUTOMATICO;8
2022_17789353;1;44896;0;7;1;1;0;1;;1;1;1;80;1;;;;CANDIDATO AUTOMATICO;9
2023_2363710;2;44971;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;9
2023_2225303;1;44967;0;7;1;1;0;1;;1;1;1;26;1;;;;CANDIDATO AUTOMATICO;10
2023_2849025;2;44979;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;10
2023_2074709;2;44965;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;10
2022_16113859;1;44867;0;7;1;1;0;1;;1;1;1;84;1;;;;CANDIDATO AUTOMATICO;11
2023_1322487;2;44952;0;7;1;1;0;1;;1;1;1;7;1;1;;;CANDIDATO AUTOMATICO;11
2023_1698184;1;44958;0;1;1;1;0;1;;11;1;1;25;1;;;;CANDIDATO AUTOMATICO;12
2023_3546936;2;44991;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;12
2023_523118;2;44937;0;1;1;1;0;1;;11;1;1;19;1;1;;;CANDIDATO AUTOMATICO;12
2023_2068149;2;44965;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;13
2023_3656183;2;44993;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;13
2023_2281543;1;44970;0;14;1;1;0;1;;6;1;1;75;1;;;;CANDIDATO AUTOMATICO;14
2023_1585302;2;44957;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;14
2023_449550;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;14
2023_1078890;2;44949;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;15
2023_4034194;2;45000;0;14;1;1;0;1;;1;1;1;7;1;1;;;CANDIDATO AUTOMATICO;15
2023_2332084;1;44970;0;1;1;1;0;1;;11;1;1;4;1;;;;CANDIDATO AUTOMATICO;16
2023_2927660;2;44980;0;14;1;1;0;1;;6;1;1;6;1;1;;;CANDIDATO AUTOMATICO;16
2023_2920331;2;44980;0;7;1;1;0;1;;1;1;1;7;1;1;;;CANDIDATO AUTOMATICO;17
2023_815629;2;44943;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;17
2023_2081369;2;44965;0;1;1;1;0;1;;11;1;1;70;1;1;;;CANDIDATO AUTOMATICO;1
2023_3667904;1;44993;0;1;1;1;0;1;;11;1;1;15;1;;;;CANDIDATO AUTOMATICO;2
2023_268671;2;44931;0;14;1;1;0;1;;18;1;1;34;1;1;;;CANDIDATO AUTOMATICO;2
2023_3875862;1;44998;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;3
2023_2309481;2;44970;0;7;1;1;0;1;;6;1;1;75;1;1;;;CANDIDATO AUTOMATICO;3
2023_744358;1;44942;0;7;1;1;0;1;;1;1;1;4;1;;;;CANDIDATO AUTOMATICO;4
2023_1931167;2;44963;0;7;1;1;0;1;;1;1;1;36;1;1;;;CANDIDATO AUTOMATICO;4
2023_3550554;2;44991;0;7;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;4
2023_700164;1;44942;0;7;1;1;0;1;;1;1;1;64;1;;;;CANDIDATO AUTOMATICO;5
2023_2883086;2;44979;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;5
2023_744850;2;44942;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;5
2023_2293540;1;44970;0;1;1;1;0;1;;11;1;1;64;1;;;;CANDIDATO AUTOMATICO;6
2023_831843;2;44943;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;6
2023_487698;2;44937;0;14;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;6
2023_2953407;1;44980;0;1;1;1;0;1;;18;1;1;24;1;;;;CANDIDATO AUTOMATICO;7
2023_1038352;2;44946;0;1;1;1;0;1;;18;1;1;64;1;1;;;CANDIDATO AUTOMATICO;7
2023_440104;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;7
2022_18367157;1;44909;0;1;1;1;0;1;;18;1;1;59;1;;;;CANDIDATO AUTOMATICO;8
2023_3536476;2;44991;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;8
2023_4296338;2;45006;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;9
2023_1935114;2;44963;0;7;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;9
2022_18309835;1;44908;0;1;1;1;0;1;;11;1;1;40;1;;;;CANDIDATO AUTOMATICO;10
2023_1942110;2;44963;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;10
2023_520139;2;44937;0;14;1;1;0;1;;1;1;1;21;1;1;;;CANDIDATO AUTOMATICO;10
2023_3119653;1;44984;0;1;1;1;0;1;;11;1;1;18;1;;;;CANDIDATO AUTOMATICO;11
2023_2317168;2;44970;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;11
2023_3584127;2;44992;0;7;1;1;0;1;;18;1;1;18;1;1;;;CANDIDATO AUTOMATICO;12
2023_2769847;2;44978;0;7;1;1;0;1;;18;1;1;51;1;1;;;CANDIDATO AUTOMATICO;12
2023_2068892;2;44965;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;13
2022_18446731;1;44910;0;1;1;1;0;1;;18;1;1;22;1;;;;CANDIDATO AUTOMATICO;14
2023_1190188;2;44951;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;14
2023_2461547;2;44972;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;14
2023_3909815;2;44998;0;14;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;15
2023_276002;2;44931;0;14;1;1;0;1;;1;1;1;26;1;1;;;CANDIDATO AUTOMATICO;15
2023_1030846;1;44946;0;1;1;1;0;1;;11;1;1;26;1;;;;CANDIDATO AUTOMATICO;16
2023_3599985;2;44992;0;7;1;1;0;1;;1;1;1;47;1;1;;;CANDIDATO AUTOMATICO;16
2023_1475336;2;44956;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;17
2023_4071342;2;45000;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;1
2023_2796397;1;44978;0;7;1;1;0;1;;1;1;1;64;1;;;;CANDIDATO AUTOMATICO;2
2023_1702799;2;44958;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;2
2022_16661512;1;44880;0;14;1;1;0;1;;2;1;1;70;1;;;;CANDIDATO AUTOMATICO;3
2023_1805072;2;44960;0;7;1;1;0;1;;1;1;1;62;1;1;;;CANDIDATO AUTOMATICO;3
2023_446096;1;44936;0;14;1;1;0;1;;1;1;1;70;1;;;;CANDIDATO AUTOMATICO;4
2023_1114462;2;44950;0;14;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;4
2023_3645694;2;44993;0;1;1;1;0;1;;11;1;1;6;1;1;;;CANDIDATO AUTOMATICO;4
2023_1986166;2;44964;0;1;1;1;0;1;;11;1;1;64;1;1;;;CANDIDATO AUTOMATICO;5
2023_2797779;2;44978;0;7;1;1;0;1;;1;1;1;20;1;1;;;CANDIDATO AUTOMATICO;5
2023_3683069;1;44993;0;14;1;1;0;1;;6;1;1;26;1;;;;CANDIDATO AUTOMATICO;6
2023_2433374;2;44972;0;7;1;1;0;1;;18;1;1;42;1;1;;;CANDIDATO AUTOMATICO;6
2022_18379639;2;44909;0;7;1;1;0;1;;1;1;1;9;1;1;;;CANDIDATO AUTOMATICO;6
2023_2862422;1;44979;0;1;1;1;0;1;;11;1;1;36;1;;;;CANDIDATO AUTOMATICO;7
2023_2510822;2;44973;0;7;1;1;0;1;;1;1;1;15;1;1;;;CANDIDATO AUTOMATICO;7
2023_1316657;2;44952;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;7
2022_18776915;1;44916;0;7;1;1;0;1;;1;1;1;77;1;;;;CANDIDATO AUTOMATICO;8
2023_3651664;2;44993;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;8
2023_2288519;2;44970;0;1;1;1;0;1;;11;1;1;16;1;1;;;CANDIDATO AUTOMATICO;9
2023_913642;2;44944;0;14;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;9
2022_18500441;1;44911;0;1;1;1;0;1;;11;1;1;6;1;;;;CANDIDATO AUTOMATICO;10
2023_1939488;2;44963;0;14;1;1;0;1;;1;1;1;17;1;1;;;CANDIDATO AUTOMATICO;10
2023_2582054;2;44974;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;10
2023_2700451;1;44977;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;11
2023_1985840;2;44964;0;7;1;1;0;1;;18;1;1;12;1;1;;;CANDIDATO AUTOMATICO;11
2023_1136251;2;44950;0;7;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;11
2022_18754749;2;44916;0;14;1;1;0;1;;6;1;1;8;1;1;;;CANDIDATO AUTOMATICO;12
2023_2248339;2;44967;0;14;1;1;0;1;;1;1;1;;1;1;;;CANDIDATO AUTOMATICO;12
2023_1491579;1;44956;0;1;1;1;0;1;;11;1;1;8;1;;;;CANDIDATO AUTOMATICO;13
2023_3111699;2;44984;0;7;1;1;0;1;;1;1;1;28;1;1;;;CANDIDATO AUTOMATICO;13
2023_3552815;2;44991;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;14
2023_2279893;2;44970;0;14;1;1;0;1;;1;1;1;23;1;1;;;CANDIDATO AUTOMATICO;14
2023_3545814;2;44991;0;7;1;1;0;1;;1;1;1;20;1;1;;;CANDIDATO AUTOMATICO;14
2023_547779;1;44937;0;14;1;1;0;1;;1;1;1;70;1;;;;CANDIDATO AUTOMATICO;15
2023_1245026;2;44951;0;7;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;15
2023_1473209;2;44956;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;15
2023_2284420;1;44970;0;7;1;1;0;1;;1;1;1;12;1;;;;CANDIDATO AUTOMATICO;16
2022_17808969;2;44896;0;14;1;1;0;1;;1;1;1;27;1;1;;;CANDIDATO AUTOMATICO;16
2023_2427739;2;44972;0;14;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;17
2023_2219947;1;44967;0;14;1;1;0;1;;6;1;1;26;1;;;;CANDIDATO AUTOMATICO;1
2023_954834;2;44945;0;14;1;1;0;1;;6;1;1;20;1;1;;;CANDIDATO AUTOMATICO;1
2022_17352951;1;44889;0;7;1;1;0;1;;1;1;1;47;1;;;;CANDIDATO AUTOMATICO;2
2023_2191545;2;44967;0;7;1;1;0;1;;1;1;1;42;1;1;;;CANDIDATO AUTOMATICO;2
2022_18289704;1;44908;0;7;1;1;0;1;;18;1;1;7;1;;;;CANDIDATO AUTOMATICO;3
2023_1471946;2;44956;0;7;1;1;0;1;;1;1;1;47;1;1;;;CANDIDATO AUTOMATICO;3
2022_18454060;1;44910;0;1;1;1;0;1;;11;1;1;84;1;;;;CANDIDATO AUTOMATICO;4
2023_2017884;2;44964;0;7;1;1;0;1;;1;1;1;11;1;1;;;CANDIDATO AUTOMATICO;4
2023_1989940;2;44964;0;14;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;5
2023_3253801;2;44985;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;5
2023_2118692;1;44966;0;7;1;1;0;1;;1;1;1;17;1;;;;CANDIDATO AUTOMATICO;6
2023_3290203;2;44986;0;7;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;6
2023_2603581;2;44974;0;14;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;6
2023_1486063;1;44956;0;7;1;1;0;1;;1;1;1;13;1;;;;CANDIDATO AUTOMATICO;7
2023_1158095;2;44950;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;7
2023_4312699;2;45006;0;7;1;1;0;1;;1;1;1;12;1;1;;;CANDIDATO AUTOMATICO;8
2023_4303300;2;45006;0;7;1;1;0;1;;1;1;1;20;1;1;;;CANDIDATO AUTOMATICO;9
2023_1337298;2;44952;0;7;1;1;0;1;;1;1;1;35;1;1;;;CANDIDATO AUTOMATICO;9
2022_16876327;1;44882;0;7;1;1;0;1;;6;1;1;64;1;;;;CANDIDATO AUTOMATICO;10
2023_1190985;2;44951;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;10
2023_20132;1;44928;0;7;1;1;0;1;;1;1;1;11;1;;;;CANDIDATO AUTOMATICO;11
2023_4270858;2;45006;0;7;1;1;0;1;;1;1;1;19;1;1;;;CANDIDATO AUTOMATICO;11
2023_60473;2;44928;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;11
2023_1040598;2;44946;0;7;1;1;0;1;;1;1;1;22;1;1;;;CANDIDATO AUTOMATICO;12
2023_3336036;2;44986;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;12
2023_3673464;1;44993;0;1;1;1;0;1;;18;1;1;71;1;;;;CANDIDATO AUTOMATICO;13
2023_633267;2;44939;0;14;1;1;0;1;;1;1;1;5;1;1;;;CANDIDATO AUTOMATICO;13
2023_3518038;2;44991;0;7;1;1;0;1;;6;1;1;75;1;1;;;CANDIDATO AUTOMATICO;14
2023_3999306;2;44999;0;7;1;1;0;1;;1;1;1;81;1;1;;;CANDIDATO AUTOMATICO;14
2023_2922187;1;44980;0;7;1;1;0;1;;6;1;1;14;1;;;;CANDIDATO AUTOMATICO;15
2022_17509130;2;44893;0;1;1;1;0;1;;11;1;1;6;1;1;;;CANDIDATO AUTOMATICO;15
2023_645445;1;44939;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;16
2023_3180384;2;44985;0;7;1;1;0;1;;6;1;1;75;1;1;;;CANDIDATO AUTOMATICO;16
2023_2730773;2;44977;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;17
2023_897761;1;44944;0;7;1;1;0;1;;1;1;1;36;1;;;;CANDIDATO AUTOMATICO;1
2023_1314942;2;44952;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;1
2023_1609649;1;44957;0;1;1;1;0;1;;11;1;1;27;1;;;;CANDIDATO AUTOMATICO;2
2023_3301007;2;44986;0;7;1;1;0;1;;1;1;1;83;1;1;;;CANDIDATO AUTOMATICO;2
2022_18246149;1;44907;0;7;1;1;0;1;;18;1;1;24;1;;;;CANDIDATO AUTOMATICO;3
2022_17716078;2;44895;0;1;1;1;0;1;;6;1;1;23;1;1;;;CANDIDATO AUTOMATICO;3
2023_2114884;1;44966;0;1;1;1;0;1;;11;1;1;48;1;;;;CANDIDATO AUTOMATICO;4
2023_3544509;2;44991;0;14;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;4
2023_4051698;2;45000;0;7;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;5
2023_22641;2;44928;0;7;1;1;0;1;;1;1;1;9;1;1;;;CANDIDATO AUTOMATICO;5
2023_486277;1;44937;0;7;1;1;0;1;;1;1;1;24;1;;;;CANDIDATO AUTOMATICO;6
2023_2731324;2;44977;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;6
2023_3549684;2;44991;0;7;1;1;0;1;;1;1;1;27;1;1;;;CANDIDATO AUTOMATICO;6
2023_1610628;1;44957;0;7;1;1;0;1;;6;1;1;80;1;;;;CANDIDATO AUTOMATICO;7
2023_948083;2;44945;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;7
2023_726876;2;44942;0;14;1;1;0;1;;6;1;1;17;1;1;;;CANDIDATO AUTOMATICO;8
2023_2290876;1;44970;0;14;1;1;0;1;;1;1;1;3;1;;;;CANDIDATO AUTOMATICO;9
2023_3191211;2;44985;0;7;1;1;0;1;;6;1;1;12;1;1;;;CANDIDATO AUTOMATICO;9
2023_1404359;2;44953;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;9
2023_877532;1;44944;0;7;1;1;0;1;;1;1;1;7;1;;;;CANDIDATO AUTOMATICO;10
2023_2806233;2;44978;0;1;1;1;0;1;;11;1;1;36;1;1;;;CANDIDATO AUTOMATICO;10
2023_2597643;1;44974;0;1;1;1;0;1;;6;1;1;9;1;;;;CANDIDATO AUTOMATICO;11
2023_3577055;2;44992;0;14;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;11
2023_3579599;2;44992;0;7;1;1;0;1;;1;1;1;80;1;1;;;CANDIDATO AUTOMATICO;11
2023_905142;2;44944;0;7;1;1;0;1;;1;1;1;4;1;1;;;CANDIDATO AUTOMATICO;12
2023_2221703;2;44967;0;7;1;1;0;1;;1;1;1;9;1;1;;;CANDIDATO AUTOMATICO;12
2023_2203054;1;44967;0;7;1;1;0;1;;6;1;1;34;1;;;;CANDIDATO AUTOMATICO;13
2023_698271;2;44942;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;13
2023_1622021;2;44957;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;14
2023_2076100;2;44965;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;14
2023_1354719;1;44953;0;1;1;1;0;1;;18;1;1;27;1;;;;CANDIDATO AUTOMATICO;15
2023_3580351;2;44992;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;15
2023_3875851;1;44998;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;16
2023_3533199;2;44991;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;16
2023_2732795;2;44977;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;17
2023_3517861;1;44991;0;14;1;1;0;1;;1;1;1;5;1;;;;CANDIDATO AUTOMATICO;1
2023_2421960;2;44972;0;7;1;1;0;1;;1;1;1;17;1;1;;;CANDIDATO AUTOMATICO;1
2023_1038577;1;44946;0;7;1;1;0;1;;1;1;1;25;1;;;;CANDIDATO AUTOMATICO;2
2023_3553314;2;44991;0;7;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;2
2023_3932470;2;44998;0;7;1;1;0;1;;18;1;1;11;1;1;;;CANDIDATO AUTOMATICO;3
2023_1939339;1;44963;0;7;1;1;0;1;;6;1;1;28;1;;;;CANDIDATO AUTOMATICO;4
2023_2561934;2;44974;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;4
2023_1816141;2;44960;0;1;1;1;0;1;;11;1;1;7;1;1;;;CANDIDATO AUTOMATICO;4
2022_17435315;1;44890;0;7;1;1;0;1;;1;1;1;83;1;;;;CANDIDATO AUTOMATICO;5
2022_18887878;2;44918;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;5
2023_3168355;2;44985;0;7;1;1;0;1;;1;1;1;6;1;1;;;CANDIDATO AUTOMATICO;5
2023_2046656;1;44965;0;7;1;1;0;1;;1;1;1;28;1;;;;CANDIDATO AUTOMATICO;6
2023_2559330;2;44974;0;14;1;1;0;1;;1;1;1;5;1;1;;;CANDIDATO AUTOMATICO;6
2023_3642503;2;44993;0;7;1;1;0;1;;1;1;1;45;1;1;;;CANDIDATO AUTOMATICO;6
2023_697904;1;44942;0;14;1;1;0;1;;2;1;1;70;1;;;;CANDIDATO AUTOMATICO;7
2023_3529967;2;44991;0;7;1;1;0;1;;1;1;1;5;1;1;;;CANDIDATO AUTOMATICO;7
2022_18745942;1;44916;0;7;1;1;0;1;;1;1;1;83;1;;;;CANDIDATO AUTOMATICO;8
2023_3555395;2;44991;0;7;1;1;0;1;;1;1;1;64;1;1;;;CANDIDATO AUTOMATICO;8
2023_488544;1;44937;0;1;1;1;0;1;;18;1;1;15;1;;;;CANDIDATO AUTOMATICO;9
2023_2551634;2;44974;0;7;1;1;0;1;;1;1;1;84;1;1;;;CANDIDATO AUTOMATICO;9
2023_3186666;2;44985;0;7;1;1;0;1;;1;1;1;38;1;1;;;CANDIDATO AUTOMATICO;9
2022_14699771;2;44844;0;14;1;1;0;1;;1;1;1;36;1;1;;;CANDIDATO AUTOMATICO;10
2022_18679081;2;44915;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;10
2023_1919852;1;44963;0;7;1;1;0;1;;1;1;1;9;1;;;;CANDIDATO AUTOMATICO;11
2023_1080964;2;44949;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;11
2023_4471976;2;45008;0;7;1;1;0;1;;1;1;1;8;1;1;;;CANDIDATO AUTOMATICO;11
2023_906447;2;44944;0;14;1;1;0;1;;1;1;1;13;1;1;;;CANDIDATO AUTOMATICO;12
2023_2349298;2;44971;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;12
2023_250486;1;44931;0;1;1;1;0;1;;11;1;1;70;1;;;;CANDIDATO AUTOMATICO;13
2023_440108;2;44936;0;1;1;1;0;1;;18;1;1;15;1;1;;;CANDIDATO AUTOMATICO;13
2022_14425521;2;44839;0;7;1;1;0;1;;1;1;1;37;1;1;;;CANDIDATO AUTOMATICO;14
2022_16623114;2;44902;0;1;1;1;0;1;11001;;1;1;74;1;1;;;CANDIDATO AUTOMATICO;14
2023_3596076;1;44992;0;1;1;1;0;1;;11;1;1;17;1;;;;CANDIDATO AUTOMATICO;15
2023_3593803;2;44992;0;7;1;1;0;1;;1;1;1;18;1;1;;;CANDIDATO AUTOMATICO;15
2023_4050794;1;45000;0;1;1;1;0;1;;11;1;1;28;1;;;;CANDIDATO AUTOMATICO;16
2023_1394580;1;44953;0;7;1;1;0;2;;18;1;1;11;1;;;;CANDIDATO AUTOMATICO;16
2023_3879013;2;44998;0;14;1;1;0;1;;1;1;1;70;1;1;;;CANDIDATO AUTOMATICO;16
2023_246048;1;44931;0;7;1;1;0;1;;18;1;1;26;1;;;;CANDIDATO AUTOMATICO;17
2023_3513556;2;44991;0;14;1;1;0;1;;1;1;1;10;1;1;;;CANDIDATO AUTOMATICO;17
2023_2316369;1;44970;0;14;1;1;0;1;;1;1;1;25;1;;;;CANDIDATO AUTOMATICO;1
2023_2876125;2;44979;0;7;1;1;0;1;;1;1;1;17;1;1;;;CANDIDATO AUTOMATICO;1
