No_Radicacion;Proceso;FechaCreacion;EsRepresa;Tramite;TipoLiquidacion;Instancia;TiemposPublicos;TipoDoc;CodigoDane;TipoDeSolicitante;Origen;Proceso_Entrada;Oficina;EsFortalecimiento;TipoRadicado;Grupotrabajo;Salarioprom;Target;salariosMin
2022_16808158_2;2;45001;0;21;1;5;0;1;54001;11;4;5;;0;1;1;;MANUAL;17
2023_196618;2;44930;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;17
2023_912771_2;2;45001;0;25;1;5;0;1;5266;18;4;5;;0;1;1;;MANUAL;18
2023_1248210_2;2;44995;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;18
2023_364578_2;2;45007;0;25;1;5;0;1;25754;6;4;5;;0;1;1;;MANUAL;18
2022_16665896_2;2;45000;0;7;1;5;0;1;73275;1;4;5;;0;1;1;;MANUAL;18
2023_191074_2;2;45014;0;25;2;5;0;1;5631;1;4;5;;0;1;1;;MANUAL;18
2023_364696_2;2;44999;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;19
2023_1032860_2;2;45006;0;30;2;5;0;1;20001;18;4;5;;0;1;1;;MANUAL;19
2022_15158670_2;2;45000;0;23;1;5;0;1;25754;1;4;5;;0;1;1;;MANUAL;19
2023_894373_2;2;44995;0;25;2;5;0;1;11001;17;4;5;;0;1;1;;MANUAL;19
2023_947448_2;2;45008;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;19
2023_243893_2;2;45015;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;20
2023_442041_2;2;45014;0;23;2;5;0;1;15238;1;4;5;;0;1;1;;MANUAL;20
2023_1169949_2;2;44988;0;23;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;20
2022_17750619_2;2;44987;0;23;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;20
2023_1047625_2;2;44994;0;23;1;5;0;4;11001;18;4;5;;0;1;1;;MANUAL;20
2023_120789_2;2;44992;0;25;1;5;0;1;54553;18;4;5;;0;1;1;;MANUAL;20
2022_13367125_2;2;44992;0;25;1;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;21
2022_18537222_2;2;45016;0;25;1;5;0;1;85001;1;4;5;;0;1;1;;MANUAL;21
2022_17883708_2;2;45001;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;21
2023_1751950_2;2;45007;0;36;1;5;0;1;68081;11;4;5;;0;1;1;;MANUAL;21
2023_1412653_2;2;45001;0;23;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;21
2023_675589_2;2;45008;0;30;1;5;0;1;66001;1;4;5;;0;1;1;;MANUAL;21
2023_1486445_2;2;45008;0;30;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;21
2023_192492_2;2;45000;0;25;1;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;22
2022_15125039_2;2;45000;0;36;1;5;0;1;17272;18;4;5;;0;1;1;;MANUAL;22
2022_18833171_2;2;44988;1;10;1;5;0;1;11001;;4;5;74;0;1;1;;MANUAL;22
2022_18601050_2;2;45015;0;25;2;5;0;1;25183;6;4;5;;0;1;1;;MANUAL;22
2022_18869831_2;2;44992;0;25;1;5;0;1;76520;1;4;5;;0;1;1;;MANUAL;22
2023_1038017_2;2;44999;0;25;2;5;0;1;25290;1;4;5;;0;1;1;;MANUAL;23
2023_4806153;2;45015;0;25;1;2;0;1;;1;1;1;24;1;1;2;;MANUAL;23
2022_17856861_2;2;44992;0;25;1;5;0;1;5615;6;4;5;;0;1;1;;MANUAL;23
2023_752772_2;2;45009;0;25;2;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;23
2023_551440_2;2;44999;0;24;1;5;0;1;5360;11;4;5;;0;1;1;;MANUAL;23
2023_4832336;2;45015;0;25;1;2;0;1;;1;1;1;20;1;2;2;;MANUAL;23
2023_4455540;2;45008;0;38;1;1;0;1;;19;1;1;14;1;2;2;;MANUAL;24
2022_18498135_2;2;45007;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;24
2023_1499370_2;2;45000;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;24
2023_609479_2;2;45014;0;23;1;5;0;1;73001;1;4;5;;0;1;1;;MANUAL;24
2023_31511_2;2;45001;0;30;1;5;0;1;63130;1;4;5;;0;1;1;;MANUAL;24
2022_9596092_2;2;45012;0;35;1;5;0;1;5030;1;4;5;;0;1;3;;MANUAL;24
2023_595749_2;2;45000;0;25;2;5;0;1;73449;1;4;5;;0;1;1;;MANUAL;25
2023_707988_2;2;45000;0;25;2;5;0;1;5001;17;4;5;;0;1;1;;MANUAL;25
2023_4281328;2;45006;0;15;1;1;1;1;;5;1;1;40;1;2;2;;MANUAL;25
2022_17145855_2;2;44998;0;25;2;5;0;1;68547;1;4;5;;0;1;1;;MANUAL;25
2023_535530_2;2;44991;0;23;1;5;0;1;8758;1;4;5;;0;1;1;;MANUAL;25
2023_51741_2;2;44995;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;25
2023_216131_2;2;45016;0;25;2;5;0;1;76001;17;4;5;;0;1;1;;MANUAL;1
2023_1158543_2;2;44987;0;25;2;5;0;1;47001;6;4;5;;0;1;1;;MANUAL;1
2023_4356086;2;45007;0;38;1;1;0;1;;14;1;1;80;1;2;2;;MANUAL;1
2023_508841_2;2;45015;0;25;1;5;0;1;73001;1;4;5;;0;1;1;;MANUAL;1
2023_76445_2;2;44994;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;1
2023_1161413_2;2;45001;0;24;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;2
2023_903292_2;2;45014;0;21;1;5;0;1;5001;11;4;5;;0;1;1;;MANUAL;2
2023_1042764_2;2;45001;0;25;1;5;0;1;76622;6;4;5;;0;1;1;;MANUAL;2
2023_1309343;2;44952;0;15;1;1;1;1;;5;1;1;4;1;1;2;;MANUAL;2
2023_831921_2;2;44991;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;2
2023_1213525_2;2;45009;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;2
2023_451151;2;44936;0;15;1;1;1;1;;5;1;1;79;1;1;2;;MANUAL;3
2023_357877_2;2;45012;0;35;2;5;0;1;11001;18;4;5;;0;1;3;;MANUAL;3
2023_3326046_2;2;45014;0;25;2;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;3
2023_1354739_2;2;45009;0;25;1;5;0;1;8001;17;4;5;;0;1;1;;MANUAL;3
2023_4771875;2;45014;0;25;1;2;0;1;;1;1;1;7;1;2;2;;MANUAL;3
2023_670141;2;44939;0;15;1;1;1;1;;5;1;1;62;1;1;2;;MANUAL;4
2022_18838113_2;2;44991;0;21;1;5;0;1;66001;18;4;5;;0;1;1;;MANUAL;4
2023_1235482_2;2;45013;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;4
2022_18181220_2;2;45016;0;25;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;4
2023_658938_2;2;44991;0;25;2;5;0;1;68001;17;4;5;;0;1;1;;MANUAL;4
2023_91054_2;2;45001;0;23;2;5;0;1;54001;1;4;5;;0;1;1;;MANUAL;4
2023_3608164;2;44992;0;15;1;1;1;1;;5;1;1;25;1;2;2;;MANUAL;5
2023_4025025_2;2;45016;0;25;2;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;5
2022_18866737_2;2;45016;0;25;2;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;5
2023_132861_2;2;45015;0;32;1;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;5
2022_15502296_2;2;45014;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;5
2023_2855505;2;44979;0;15;1;1;1;1;;5;1;1;64;1;2;2;;MANUAL;6
2023_714155_2;2;44991;0;36;1;5;0;1;85001;11;4;5;;0;1;1;;MANUAL;6
2022_18540144_2;2;45001;0;28;1;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;6
2023_199804_2;2;44992;0;25;1;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;6
2023_4843965;2;45015;0;25;2;2;0;1;;6;1;1;75;1;2;2;;MANUAL;6
2023_729914_2;2;44995;0;32;2;5;0;1;76001;11;4;5;;0;1;1;;MANUAL;6
2023_604649_2;2;45006;0;36;1;5;0;1;13001;11;4;5;;0;1;1;;MANUAL;7
2023_1288370_2;2;44991;0;23;2;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;7
2023_1471965_2;2;45002;0;25;1;5;0;1;25899;1;4;5;;0;1;1;;MANUAL;7
2022_14560880_2;2;45000;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;7
2023_708717_2;2;45012;0;21;1;5;0;1;81001;11;4;5;;0;1;1;;MANUAL;7
2023_210905_2;2;45001;0;25;2;5;0;1;23162;1;4;5;;0;1;1;;MANUAL;7
2023_4799475;2;45015;0;25;1;2;0;1;;1;1;1;14;1;2;2;;MANUAL;8
2023_734594_2;2;44995;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;8
2023_826196_2;2;45009;0;25;2;5;0;1;63001;1;4;5;;0;1;1;;MANUAL;8
2023_1378316_2;2;44999;0;23;1;5;0;1;25754;1;4;5;;0;1;1;;MANUAL;8
2023_4198823;2;45002;0;15;1;1;1;1;;5;1;1;4;1;2;2;;MANUAL;8
2022_17515662;2;44893;0;15;1;1;1;1;;32;1;1;25;1;1;2;;MANUAL;8
2023_258337_2;2;45008;0;36;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;9
2023_801671_2;2;45013;0;25;2;5;0;1;15238;1;4;5;;0;1;1;;MANUAL;9
2023_1388105_2;2;45008;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;9
2022_17289401_2;2;45016;0;32;1;5;0;1;5001;11;4;5;;0;1;1;;MANUAL;9
2023_570113_2;2;45016;0;21;1;5;0;1;68679;11;4;5;;0;1;1;;MANUAL;9
2023_975905_2;2;44995;0;24;1;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;10
2023_1111778_2;2;45012;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;10
2023_352817_2;2;45008;0;25;1;5;0;1;76622;1;4;5;;0;1;1;;MANUAL;10
2023_1453752_2;2;44992;0;25;1;5;0;1;85001;1;4;5;;0;1;1;;MANUAL;10
2023_27934_2;2;45000;0;35;1;5;0;1;11001;1;4;5;;0;1;3;;MANUAL;10
2022_16742944_2;2;45012;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;11
2023_942115_2;2;45002;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;11
2023_855491;2;44944;0;15;1;1;1;1;;5;1;1;62;1;1;2;;MANUAL;11
2023_1213258_2;2;44995;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;11
2022_18776173;2;44916;0;15;1;1;1;1;;5;1;1;5;1;1;2;;MANUAL;11
2023_256874_2;2;45008;0;32;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;11
2022_18876935;2;44918;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;12
2023_367126_2;2;45016;0;21;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;12
2023_2799980;2;44978;0;10;1;1;0;1;;9;1;1;16;1;1;2;;MANUAL;12
2023_699333_2;2;45016;0;25;2;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;12
2022_18251052_2;2;45016;0;25;1;5;0;1;25754;1;4;5;;0;1;1;;MANUAL;12
2022_16245273_2;2;45013;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;13
2023_465401_2;2;45007;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;13
2023_735728;2;44942;0;15;1;1;1;1;;4;1;1;15;1;1;2;;MANUAL;13
2023_361771_2;2;45008;0;25;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;13
2022_16337692_2;2;44992;0;25;1;5;0;1;17867;18;4;5;;0;1;1;;MANUAL;13
2023_3227258;2;44985;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;13
2022_18244792_2;2;45007;0;32;1;5;0;1;8001;11;4;5;;0;1;1;;MANUAL;14
2023_1476825_2;2;45012;0;25;2;5;0;1;5380;18;4;5;;0;1;1;;MANUAL;14
2022_18162698;2;44904;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;14
2022_18827074_2;2;45002;0;25;1;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;14
2022_16602608_2;2;44991;0;35;1;5;0;1;11001;1;4;5;;0;1;3;;MANUAL;14
2023_3203223;2;44985;0;15;1;1;1;1;;4;1;1;14;1;2;2;;MANUAL;14
2023_1004270_2;2;45001;0;36;1;5;0;1;13001;11;4;5;;0;1;1;;MANUAL;15
2023_3554593_9_2;2;44992;0;14;1;5;0;1;15001;33;4;5;1;0;1;1;;MANUAL;15
2022_18604758_2;2;45015;0;25;1;5;0;1;47001;28;4;5;;0;1;1;;MANUAL;15
2023_4333799;2;45007;0;25;1;2;0;1;;18;1;1;12;1;2;2;;MANUAL;15
2023_961362;2;44945;0;15;1;1;1;1;;5;1;1;7;1;1;2;;MANUAL;15
2023_1075008_2;2;45002;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;15
2023_1079038_2;2;45001;0;35;2;5;0;1;5034;1;4;5;;0;1;3;;MANUAL;16
2023_1375929_2;2;45007;0;25;2;5;0;1;23001;6;4;5;;0;1;1;;MANUAL;16
2023_1405941_2;2;44993;0;23;1;5;0;1;20001;6;4;5;;0;1;1;;MANUAL;16
2022_18744675_2;2;45012;0;25;2;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;16
2022_18906126_2;2;45008;0;25;1;5;0;1;52001;1;4;5;;0;1;1;;MANUAL;16
2023_443421_2;2;45007;0;25;1;5;0;1;25307;1;4;5;;0;1;1;;MANUAL;16
2023_1496957_2;2;44999;0;23;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;17
2023_1282699_2;2;44998;0;25;2;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;17
2023_428652_2;2;44994;0;32;1;5;0;1;5001;18;4;5;;0;1;1;;MANUAL;17
2023_49064_2;2;45014;0;25;2;5;0;1;5266;1;4;5;;0;1;1;;MANUAL;17
2023_1355299_2;2;45015;0;21;1;5;0;1;52001;11;4;5;;0;1;1;;MANUAL;17
2023_534331_2;2;45002;0;25;1;5;0;1;76520;1;4;5;;0;1;1;;MANUAL;17
2023_215887;2;44930;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;18
2022_13928162_2;2;44995;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;18
2023_457406_2;2;45016;0;25;2;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;18
2023_834889_2;2;44988;0;32;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;18
2023_712974_2;2;44999;0;36;1;5;0;1;17001;6;4;5;;0;1;1;;MANUAL;18
2022_18808762_2;2;45008;0;25;1;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;18
2023_870478_2;2;44991;0;25;1;5;0;1;17001;6;4;5;;0;1;1;;MANUAL;19
2022_14513920_2;2;44988;0;27;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;19
2023_3325727_2;2;45009;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;19
2023_787380_2;2;44992;0;36;1;5;0;1;63001;11;4;5;;0;1;1;;MANUAL;19
2023_4678169;2;45013;0;2;1;1;0;1;;1;1;1;6;1;1;2;;MANUAL;19
2023_865441;2;44944;0;15;1;1;0;1;;5;1;1;46;1;1;2;;MANUAL;20
2023_669293_2;2;45016;0;21;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;20
2022_17291233_2;2;45013;0;25;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;20
2023_4832366;2;45015;0;23;1;3;0;1;;1;1;1;25;1;2;2;;MANUAL;20
2023_663356_2;2;45008;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;20
2023_486618_2;2;45012;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;20
2022_10750092_2;2;44988;1;10;1;5;0;1;5001;;4;5;74;0;1;1;;MANUAL;21
2023_238824;2;44931;0;15;1;1;1;1;;5;1;1;9;1;1;2;;MANUAL;21
2023_490450_2;2;45014;0;25;2;5;0;1;63001;1;4;5;;0;1;1;;MANUAL;21
2022_10759614_2;2;45012;0;32;2;5;0;1;70001;6;4;5;;0;1;1;;MANUAL;21
2023_71190_2;2;44987;0;27;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;21
2022_16873644_2;2;45001;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;21
2023_1678153_2;2;45016;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;21
2023_1587110_2;2;45026;0;32;1;5;0;1;11001;18;4;5;;0;2;1;;MANUAL;22
2023_4467638;2;45008;0;8;1;1;0;1;;7;1;1;20;1;2;2;;MANUAL;22
2022_17638923_2;2;45015;0;25;1;5;0;1;15001;1;4;5;;0;1;1;;MANUAL;22
2023_2451003_2;2;45026;0;23;2;5;0;1;11001;1;4;5;;0;2;1;;MANUAL;22
2023_961162_2;2;45014;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;22
2023_3013338_2;2;45007;0;25;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;23
2023_1478323_2;2;45007;0;30;1;5;0;1;68307;1;4;5;;0;1;1;;MANUAL;23
2023_433416;2;44936;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;23
2023_1118613_2;2;45007;0;24;1;5;0;1;5001;11;4;5;;0;1;1;;MANUAL;23
2023_934083_2;2;45001;0;30;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;23
2023_1187787_2;2;45002;0;24;1;5;0;1;68081;18;4;5;;0;1;1;;MANUAL;23
2023_66252_2;2;45014;0;21;1;5;0;1;5088;11;4;5;;0;1;1;;MANUAL;24
2022_17214822_2;2;44988;0;23;1;5;0;1;13683;1;4;5;;0;1;1;;MANUAL;24
2023_73645_2;2;44995;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;24
2023_517764_2;2;45007;0;36;1;5;0;1;73001;18;4;5;;0;1;1;;MANUAL;24
2023_1398784_2;2;44995;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;24
2023_247607_2;2;45012;0;36;1;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;24
2023_1335641_2;2;45000;0;25;1;5;0;1;19001;6;4;5;;0;1;1;;MANUAL;25
2023_1003752_2;2;45013;0;25;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;25
2023_1074594_2;2;45008;0;32;1;5;0;1;52001;6;4;5;;0;1;1;;MANUAL;25
2022_18148285;2;44904;0;15;1;1;1;1;;5;1;1;12;1;1;2;;MANUAL;25
2023_950497_2;2;45007;0;25;1;5;0;1;15001;1;4;5;;0;1;1;;MANUAL;25
2023_743639_2;2;45008;0;23;2;5;0;1;17042;1;4;5;;0;1;1;;MANUAL;25
2023_702221_2;2;45012;0;24;1;5;0;1;5376;11;4;5;;0;1;1;;MANUAL;11
2022_16357584_2;2;45007;0;35;1;5;0;1;25899;6;4;5;;0;1;3;;MANUAL;11
2022_18530448_2;2;44994;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;11
2023_247072_2;2;44995;0;25;1;5;0;1;50001;1;4;5;;0;1;1;;MANUAL;11
2023_1175500_2;2;45000;0;32;1;5;0;1;76520;6;4;5;;0;1;1;;MANUAL;11
2023_1470184_2;2;45008;0;23;2;5;0;1;20013;1;4;5;;0;1;1;;MANUAL;12
2023_1057952_2;2;45014;0;25;2;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;12
2023_57274;2;44928;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;12
2023_96380_2;2;45007;0;25;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;12
2023_31071_2;2;44987;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;12
2022_16438673_2;2;45015;0;36;1;5;0;1;17001;18;4;5;;0;1;1;;MANUAL;12
2022_18506234_2;2;44989;0;21;1;5;0;1;5001;11;4;5;;0;1;1;;MANUAL;13
2023_76066_2;2;44998;0;25;1;5;0;1;5697;6;4;5;;0;1;1;;MANUAL;13
2022_18320286_2;2;45009;0;25;2;5;0;1;68001;17;4;5;;0;1;1;;MANUAL;13
2023_1163273_2;2;44998;0;32;1;5;0;1;76001;11;4;5;;0;1;1;;MANUAL;13
2023_3822932;2;44995;0;21;1;2;0;1;;11;1;1;15;1;1;2;;MANUAL;13
2022_13174113_2;2;45014;0;25;2;5;0;1;85001;17;4;5;;0;1;1;;MANUAL;14
2023_1087996_2;2;45008;0;32;1;5;0;1;68276;6;4;5;;0;1;1;;MANUAL;14
2022_14225297_2;2;45026;0;25;2;5;0;1;15238;18;4;5;;0;2;1;;MANUAL;14
2022_18524820_2;2;45016;0;21;2;5;0;1;76001;11;4;5;;0;1;1;;MANUAL;14
2023_185826_2;2;45008;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;14
2023_1373451_2;2;44993;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;14
2022_17420198_2;2;45007;0;21;1;5;0;1;8758;6;4;5;;0;1;1;;MANUAL;15
2023_751353_2;2;44998;0;23;1;5;0;1;85001;1;4;5;;0;1;1;;MANUAL;15
2023_275335_2;2;44998;0;32;1;5;0;1;85001;11;4;5;;0;1;1;;MANUAL;15
2023_4828005;2;45015;0;23;1;3;0;1;;1;1;1;64;1;2;2;;MANUAL;15
2022_18808891_2;2;44998;0;25;1;5;0;1;5266;1;4;5;;0;1;1;;MANUAL;15
2023_899232;2;44944;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;16
2022_15536322_2;2;45006;0;32;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;16
2023_380485_2;2;45000;0;36;1;5;0;1;5266;18;4;5;;0;1;1;;MANUAL;16
2023_2957359_2;2;45026;0;25;1;5;0;1;13001;18;4;5;;0;2;1;;MANUAL;16
2023_1163263_2;2;44995;0;23;1;5;0;1;68276;1;4;5;;0;1;1;;MANUAL;16
2023_1366144_2;2;45016;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;16
2023_2156423_9_2;2;44988;0;14;1;5;0;1;68276;1;4;5;1;0;1;1;;MANUAL;17
2023_1415640_2;2;45012;0;27;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;17
2022_18534528_2;2;44993;0;32;1;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;17
2023_2920047;2;44980;0;15;1;1;1;1;;31;1;1;20;1;2;2;;MANUAL;17
2023_4843621;2;45015;0;25;1;1;0;1;;1;1;1;83;1;2;2;;MANUAL;17
2023_1134515_2;2;45002;0;36;1;5;0;1;66001;11;4;5;;0;1;1;;MANUAL;17
2022_16041133_2;2;45001;0;15;2;5;0;1;17001;31;4;5;;0;1;1;;MANUAL;18
2023_429324;2;44936;0;15;1;1;1;1;;5;1;1;80;1;1;2;;MANUAL;18
2022_16206304_2;2;44987;0;35;1;5;0;1;25126;1;4;5;;0;1;3;;MANUAL;18
2023_2739007;2;44977;0;14;2;1;0;1;;1;1;1;24;1;2;2;;MANUAL;18
2022_16507207_2;2;45016;0;32;1;5;0;1;8001;11;4;5;;0;1;1;;MANUAL;18
2023_825932_2;2;45002;0;32;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;18
2023_54458;2;44928;0;15;1;1;1;1;;5;1;1;32;1;1;2;;MANUAL;19
2023_1112126_2;2;44994;0;25;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;19
2022_11899500_2;2;44991;0;25;1;5;0;1;5001;18;4;5;;0;1;1;;MANUAL;19
2023_793808;2;44943;0;15;1;1;1;1;;5;1;1;13;1;1;2;;MANUAL;19
2023_1492255_2;2;45000;0;30;1;5;0;1;13001;6;4;5;;0;1;1;;MANUAL;19
2023_1218482;2;44951;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;11
2023_1743420_2;2;45016;0;25;2;5;0;1;44001;6;4;5;;0;1;1;;MANUAL;11
2023_4809697;2;45015;0;23;1;2;0;1;;1;1;1;24;1;2;2;;MANUAL;11
2023_34755_2;2;44993;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;11
2022_17947122_2;2;45016;0;25;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;11
2022_18506356_2;2;45012;0;24;2;5;0;1;76364;11;4;5;;0;1;1;;MANUAL;12
2022_18876847_2;2;44988;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;12
2023_4607450;2;45012;0;8;1;1;0;1;;3;1;1;16;1;1;2;;MANUAL;12
2023_2805887;2;44978;0;10;1;1;0;1;;12;1;1;28;1;2;2;;MANUAL;12
2023_1355299_2;2;45015;0;21;1;5;0;1;52001;11;4;5;;0;1;1;;MANUAL;12
2023_748911_2;2;45008;0;28;2;5;0;1;66001;17;4;5;;0;1;1;;MANUAL;12
2022_18120913_2;2;44994;0;23;1;5;0;1;13001;1;4;5;;0;1;1;;MANUAL;13
2022_17858847_2;2;45012;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;13
2023_596011_2;2;45008;0;32;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;13
2023_207374_2;2;44994;0;25;2;5;0;1;15238;17;4;5;;0;1;1;;MANUAL;13
2023_1387397_2;2;45012;0;30;1;5;0;1;5034;1;4;5;;0;1;1;;MANUAL;13
2023_4811904;2;45015;0;25;1;3;0;1;;6;1;1;53;1;2;2;;MANUAL;14
2023_548953_2;2;45013;0;21;1;5;0;1;17001;6;4;5;;0;1;1;;MANUAL;14
2023_2813057;2;44978;0;10;1;1;0;1;;12;1;1;12;1;2;2;;MANUAL;14
2023_3109512_2;2;45012;0;25;2;5;0;1;15001;1;4;5;;0;1;1;;MANUAL;14
2023_1077996_2;2;45001;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;14
2022_16693887_2;2;45015;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;14
2023_73426_2;2;44994;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;15
2022_16206213_2;2;45000;0;21;1;5;0;1;5088;11;4;5;;0;1;1;;MANUAL;15
2022_18585842_2;2;45008;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;15
2023_61510_2;2;45009;0;30;2;5;0;1;5308;6;4;5;;0;1;1;;MANUAL;15
2022_17199208_2;2;45000;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;15
2023_182849;2;44930;0;15;1;1;1;1;;5;1;1;61;1;1;2;;MANUAL;16
2022_18745841_2;2;44994;0;30;1;5;0;1;47001;1;4;5;;0;1;1;;MANUAL;16
2023_1313072_2;2;44999;0;24;1;5;0;1;76001;11;4;5;;0;1;1;;MANUAL;16
2023_67686_2;2;45009;0;28;1;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;16
2023_63321_2;2;45002;0;30;1;5;0;1;54498;6;4;5;;0;1;1;;MANUAL;16
2022_14931821_2;2;44987;0;21;1;5;0;1;23001;11;4;5;;0;1;1;;MANUAL;17
2023_929909_2;2;45006;0;30;1;5;0;1;73001;1;4;5;;0;1;1;;MANUAL;17
2022_17121717_2;2;45007;0;25;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;17
